   0.000000000000000E+000   0.000000000000000E+000
 
  -1.869876400000000E-010   1.195280100000000E-009
   2.439260748656300E-006  -1.400266397588000E-006
 
   2.030137205553000E-006   2.481307982556100E-007
   9.047063412729100E-007  -6.189228464784900E-007
   7.211449398230900E-007   1.414203984735400E-006
 
  -5.362435542985100E-007  -4.737723706159700E-007
   3.506701564593800E-007   6.625713459426800E-007
   9.908689057744099E-007  -2.009873548473100E-007
  -1.884813674252700E-007   3.088480369035500E-007
 
  -6.272736969770500E-008  -9.419463213438300E-008
   6.524591027635300E-007  -3.233343524443500E-007
  -4.518370480878000E-007  -2.149541934642100E-007
  -2.951233930219600E-007   4.974142723093400E-008
   1.748315776999000E-007  -6.693929372491100E-007
 
  -7.610358040727400E-008   2.689981893262900E-008
   4.832747212489200E-008  -3.738159194435500E-007
   5.702096575797400E-008   8.889473800825099E-009
  -8.622803261979999E-008  -4.714051123214800E-007
  -2.671122717196600E-007  -5.364101646639000E-007
   9.501651833855700E-009  -2.372614788952200E-007
 
   2.802865220368900E-007   9.477731781331300E-008
   3.297602274241000E-007   9.319369683104500E-008
   2.505015267503800E-007  -2.173201084525400E-007
  -2.755409630740300E-007  -1.241415124851600E-007
   1.644003814641100E-009   1.807533523350600E-008
  -3.588426330791800E-007   1.517780844342600E-007
   1.379517056407600E-009   2.412859408077300E-008
 
   2.333375168720400E-008   5.849927493936800E-008
   8.007066393158700E-008   6.551855909746400E-008
  -1.925176433140000E-008  -8.628583653424800E-008
  -2.443580643929700E-007   6.985707485043100E-008
  -2.549841001025700E-008   8.909029749463999E-008
  -6.585935386438799E-008   3.089206415795600E-007
   6.726270184873400E-008   7.481319676871000E-008
  -1.239706139549800E-007   1.204410066876600E-007
 
   1.422302589271400E-007   2.190961834937600E-008
   2.262064235584300E-008  -3.217498496216600E-008
  -1.610642789724300E-007  -7.454546406143800E-008
  -8.201736687787199E-009   2.006809328684100E-008
  -1.632506151592400E-008  -5.427147324799200E-008
   6.283318692241000E-008   2.226773109491900E-007
  -1.181588521762900E-007  -9.689938583998900E-008
   1.879842695472200E-007  -3.015444065790200E-009
  -4.772482192317800E-008   9.658557763079701E-008
 
   8.375883233267100E-008  -1.315540653984300E-007
  -9.355792568284300E-008  -5.141589058490100E-008
  -7.196736707364400E-009  -1.541798811853500E-007
  -8.433535239533800E-008  -7.848534617179000E-008
  -4.951974081805400E-008  -5.029269357792100E-008
  -3.741883373669300E-008  -7.946421827495800E-008
   8.208406252078301E-009  -3.149135840109200E-009
   4.046784187107700E-008  -9.191668273437100E-008
   1.254025025227700E-007  -3.773647775368800E-008
   1.003823313139800E-007  -2.380940444719300E-008
 
   1.610707773872000E-008  -2.789215284070100E-008
   1.842979546105300E-008  -9.845211720437001E-008
  -3.056069800745500E-008  -1.488030905122700E-007
  -4.002410778233900E-008  -6.359653021344901E-008
   3.743587456770800E-008   4.982863168004100E-008
  -1.460781405551500E-009   3.417316123037300E-008
   4.706182474018300E-009  -8.977723505705099E-008
  -6.140603106925100E-009   2.457225450520000E-008
  -3.145551622767500E-008   4.204071368815500E-008
  -5.212930858853700E-008  -1.830227800223500E-008
   4.622694597406500E-008  -6.959251378601899E-008
 
  -5.419170133630900E-008  -4.201177576767500E-008
   1.398573846057300E-008   3.104776964431300E-008
   3.897852077777000E-008   2.457658095994000E-008
